DT,T,RH,AH,PT08.S1(CO)
2004-09-19 09:00:00,22.2,48.0,1.2678,1027.0
2004-09-19 10:00:00,26.5,35.7,1.2149,1094.0
2004-09-19 11:00:00,30.0,28.5,1.1883,1083.0
2004-09-19 12:00:00,32.2,24.7,1.1696,1098.0
2004-09-19 13:00:00,29.6,28.6,1.1628,1059.0
2004-09-19 14:00:00,29.8,28.5,1.1809,1021.0
2004-09-19 15:00:00,31.1,26.1,1.163,925.0
2004-09-19 16:00:00,34.6,22.4,1.212,1045.0
2004-09-19 17:00:00,33.2,25.4,1.2722,1303.0
2004-09-19 18:00:00,30.0,31.4,1.3074,1254.0
2004-09-19 19:00:00,27.5,38.1,1.3756,1345.0
2004-09-19 20:00:00,26.2,42.5,1.423,1273.0
2004-09-19 21:00:00,24.7,46.4,1.4206,1096.0
2004-09-19 22:00:00,23.6,50.0,1.4383,1077.0
2004-09-19 23:00:00,22.7,53.6,1.4632,1084.0
2004-09-20 00:00:00,22.7,53.8,1.4666,980.0
2004-09-20 01:00:00,22.8,53.0,1.4577,882.0
2004-09-20 02:00:00,21.4,57.6,1.4469,851.0
2004-09-20 03:00:00,19.9,62.3,1.4363,819.0
2004-09-20 04:00:00,19.5,63.5,1.4269,804.0
2004-09-20 05:00:00,20.2,60.8,1.4243,823.0
2004-09-20 06:00:00,19.4,63.5,1.4139,903.0
2004-09-20 07:00:00,18.7,65.6,1.4039,1310.0
2004-09-20 08:00:00,20.1,60.6,1.4062,1436.0
2004-09-20 09:00:00,23.5,49.7,1.4156,1479.0
2004-09-20 10:00:00,26.4,41.9,1.4237,1285.0
2004-09-20 11:00:00,29.9,34.0,1.4096,1262.0
2004-09-20 12:00:00,31.5,30.8,1.4017,1225.0
2004-09-20 13:00:00,30.2,30.2,1.2744,1162.0
2004-09-20 14:00:00,30.5,29.3,1.2612,1103.0
2004-09-20 15:00:00,31.8,27.4,1.2673,1120.0
2004-09-20 16:00:00,34.3,23.2,1.2326,1169.0
2004-09-20 17:00:00,34.1,23.0,1.2081,1386.0
2004-09-20 18:00:00,30.5,29.2,1.2585,1426.0
2004-09-20 19:00:00,28.1,32.4,1.2173,1476.0
2004-09-20 20:00:00,26.5,31.7,1.0787,1167.0
2004-09-20 21:00:00,24.8,33.7,1.0377,1032.0
2004-09-20 22:00:00,23.9,38.1,1.1123,1034.0
2004-09-20 23:00:00,23.0,43.0,1.1897,986.0
2004-09-21 00:00:00,23.5,44.7,1.2755,908.0
2004-09-21 01:00:00,22.3,47.7,1.2643,891.0
2004-09-21 02:00:00,22.1,49.8,1.3094,843.0
2004-09-21 03:00:00,21.8,51.4,1.3272,822.0
2004-09-21 04:00:00,20.8,55.9,1.3581,814.0
2004-09-21 05:00:00,18.8,63.0,1.3582,869.0
2004-09-21 06:00:00,18.3,65.5,1.3686,1013.0
2004-09-21 07:00:00,18.2,66.1,1.3679,1515.0
2004-09-21 08:00:00,19.6,60.7,1.3713,1587.0
2004-09-21 09:00:00,22.6,51.4,1.392,1490.0
2004-09-21 10:00:00,25.8,44.2,1.4512,1435.0
2004-09-21 11:00:00,28.5,39.0,1.4928,1246.0
2004-09-21 12:00:00,30.1,35.1,1.4782,1266.0
2004-09-21 13:00:00,29.4,36.4,1.4718,1277.0
2004-09-21 14:00:00,29.2,37.9,1.5116,1142.0
2004-09-21 15:00:00,30.5,34.9,1.5015,1207.0
2004-09-21 16:00:00,31.5,31.4,1.431,1252.0
2004-09-21 17:00:00,31.2,31.4,1.3987,1399.0
2004-09-21 18:00:00,28.5,37.2,1.4282,1464.0
2004-09-21 19:00:00,26.7,42.3,1.4618,1422.0
2004-09-21 20:00:00,24.8,49.0,1.5092,1308.0
2004-09-21 21:00:00,23.6,53.6,1.5374,1137.0
2004-09-21 22:00:00,23.0,55.8,1.548,1040.0
2004-09-21 23:00:00,22.1,58.4,1.5393,1018.0
2004-09-22 00:00:00,22.6,56.3,1.5233,962.0
2004-09-22 01:00:00,21.0,61.3,1.5031,930.0
2004-09-22 02:00:00,23.0,54.0,1.501,812.0
2004-09-22 03:00:00,19.8,65.3,1.4894,826.0
2004-09-22 04:00:00,18.3,70.8,1.4794,878.0
2004-09-22 05:00:00,18.1,72.5,1.4876,922.0
2004-09-22 06:00:00,18.3,71.0,1.4807,1047.0
2004-09-22 07:00:00,18.5,68.9,1.4565,1376.0
2004-09-22 08:00:00,20.1,62.7,1.461,1514.0
2004-09-22 09:00:00,23.5,52.0,1.4833,1494.0
2004-09-22 10:00:00,26.8,42.7,1.4864,1316.0
2004-09-22 11:00:00,29.1,36.7,1.4543,1269.0
2004-09-22 12:00:00,30.8,32.0,1.4014,1152.0
2004-09-22 13:00:00,27.9,37.0,1.372,1138.0
2004-09-22 14:00:00,28.5,37.3,1.4291,1132.0
2004-09-22 15:00:00,30.2,32.9,1.3865,1186.0
2004-09-22 16:00:00,32.9,27.7,1.3622,1228.0
2004-09-22 17:00:00,32.2,28.8,1.3624,1424.0
2004-09-22 18:00:00,28.8,39.0,1.5203,1427.0
2004-09-22 19:00:00,26.7,43.3,1.4881,1387.0
2004-09-22 20:00:00,24.6,54.0,1.6461,1284.0
2004-09-22 21:00:00,23.4,59.9,1.6992,1110.0
2004-09-22 22:00:00,22.5,62.6,1.6883,1110.0
2004-09-22 23:00:00,22.9,62.0,1.7127,1077.0
2004-09-23 00:00:00,22.2,64.9,1.719,1037.0
2004-09-23 01:00:00,21.4,68.5,1.7261,1002.0
2004-09-23 02:00:00,22.2,63.0,1.6673,865.0
2004-09-23 03:00:00,22.4,59.9,1.6069,824.0
2004-09-23 04:00:00,21.1,63.8,1.5817,824.0
2004-09-23 05:00:00,22.9,57.5,1.5879,847.0
2004-09-23 06:00:00,21.3,63.2,1.5794,961.0
2004-09-23 07:00:00,21.3,63.5,1.5941,1336.0
2004-09-23 08:00:00,23.7,54.4,1.5765,1251.0
2004-09-23 09:00:00,25.0,50.8,1.5903,1290.0
2004-09-23 10:00:00,26.3,48.1,1.6199,1215.0
2004-09-23 11:00:00,26.4,47.3,1.6006,1248.0
2004-09-23 12:00:00,29.3,39.5,1.5855,1233.0
2004-09-23 13:00:00,29.0,39.6,1.5581,1229.0
2004-09-23 14:00:00,29.8,38.0,1.5642,1206.0
2004-09-23 15:00:00,30.4,37.2,1.588,1215.0
2004-09-23 16:00:00,31.5,34.9,1.5903,1330.0
2004-09-23 17:00:00,31.6,34.8,1.5925,1446.0
2004-09-23 18:00:00,29.0,40.5,1.5949,1446.0
2004-09-23 19:00:00,27.2,45.9,1.6302,1421.0
2004-09-23 20:00:00,26.2,48.7,1.6256,1247.0
2004-09-23 21:00:00,25.1,50.5,1.584,1168.0
2004-09-23 22:00:00,24.1,50.7,1.4959,1111.0
2004-09-23 23:00:00,22.5,53.7,1.4486,1071.0
2004-09-24 00:00:00,22.7,53.7,1.458,969.0
2004-09-24 01:00:00,21.5,57.9,1.4658,942.0
2004-09-24 02:00:00,22.3,55.8,1.4828,923.0
2004-09-24 03:00:00,22.7,53.8,1.4673,813.0
2004-09-24 04:00:00,21.1,59.9,1.4789,851.0
2004-09-24 05:00:00,20.4,63.0,1.4946,868.0
2004-09-24 06:00:00,20.8,62.2,1.5119,1062.0
2004-09-24 07:00:00,21.3,61.6,1.5452,1418.0
2004-09-24 08:00:00,21.9,60.2,1.56,1600.0
2004-09-24 09:00:00,23.0,56.4,1.5614,1583.0
2004-09-24 10:00:00,25.1,49.5,1.5572,1338.0
2004-09-24 11:00:00,26.6,44.3,1.5229,1285.0
2004-09-24 12:00:00,26.2,46.0,1.5422,1376.0
2004-09-24 13:00:00,25.4,48.7,1.5594,1467.0
2004-09-24 14:00:00,25.6,48.3,1.558,1442.0
2004-09-24 15:00:00,25.7,47.8,1.5548,1358.0
2004-09-24 16:00:00,24.9,49.2,1.5251,1222.0
2004-09-24 17:00:00,18.3,75.4,1.5682,1134.0
2004-09-24 18:00:00,16.3,73.9,1.3601,1120.0
2004-09-24 19:00:00,15.6,75.7,1.3345,1103.0
2004-09-24 20:00:00,15.4,76.6,1.3334,985.0
2004-09-24 21:00:00,14.0,75.4,1.1988,795.0
2004-09-24 22:00:00,14.9,60.5,1.0213,787.0
2004-09-24 23:00:00,15.5,50.9,0.888,839.0
2004-09-25 00:00:00,15.6,50.0,0.8773,835.0
2004-09-25 01:00:00,15.4,53.6,0.9326,837.0
2004-09-25 02:00:00,15.4,53.9,0.9334,761.0
2004-09-25 03:00:00,15.3,52.4,0.9017,718.0
2004-09-25 04:00:00,15.3,53.1,0.9181,724.0
2004-09-25 05:00:00,15.4,53.7,0.9295,718.0
2004-09-25 06:00:00,15.5,53.3,0.9308,744.0
2004-09-25 07:00:00,15.4,52.7,0.9178,782.0
2004-09-25 08:00:00,15.7,51.1,0.9056,798.0
2004-09-25 09:00:00,16.9,47.7,0.9142,867.0
2004-09-25 10:00:00,18.2,41.9,0.8674,862.0
2004-09-25 11:00:00,19.1,37.0,0.8104,915.0
2004-09-25 12:00:00,19.3,34.8,0.771,857.0
2004-09-25 13:00:00,19.8,31.2,0.7127,837.0
2004-09-25 14:00:00,19.8,31.1,0.7104,805.0
2004-09-25 15:00:00,20.2,28.6,0.6717,781.0
2004-09-25 16:00:00,22.1,24.8,0.6514,815.0
2004-09-25 17:00:00,21.1,27.7,0.6853,877.0
2004-09-25 18:00:00,20.1,30.3,0.7045,926.0
2004-09-25 19:00:00,19.5,33.0,0.7384,987.0
2004-09-25 20:00:00,19.3,32.3,0.7163,1004.0
2004-09-25 21:00:00,18.4,33.2,0.6975,897.0
2004-09-25 22:00:00,17.8,36.5,0.7366,1002.0
2004-09-25 23:00:00,17.8,39.9,0.8035,1126.0
2004-09-26 00:00:00,17.0,43.0,0.8242,1067.0
2004-09-26 01:00:00,15.5,52.2,0.9136,1063.0
2004-09-26 02:00:00,15.6,51.9,0.9135,915.0
2004-09-26 03:00:00,13.5,59.4,0.9176,906.0
2004-09-26 04:00:00,13.4,59.9,0.9173,844.0
2004-09-26 05:00:00,12.5,63.2,0.9146,816.0
2004-09-26 06:00:00,13.6,57.6,0.8941,768.0
2004-09-26 07:00:00,12.2,63.2,0.8964,835.0
2004-09-26 08:00:00,14.6,56.4,0.9319,944.0
2004-09-26 09:00:00,19.8,38.6,0.8831,810.0
2004-09-26 10:00:00,21.6,33.4,0.8519,819.0
2004-09-26 11:00:00,22.0,32.2,0.8407,844.0
2004-09-26 12:00:00,22.7,30.2,0.8217,846.0
2004-09-26 13:00:00,22.3,30.4,0.8063,842.0
2004-09-26 14:00:00,22.1,30.5,0.7981,840.0
2004-09-26 15:00:00,22.1,29.5,0.7761,815.0
2004-09-26 16:00:00,23.4,27.1,0.7681,838.0
2004-09-26 17:00:00,23.1,27.0,0.7538,992.0
2004-09-26 18:00:00,21.5,31.4,0.7943,990.0
2004-09-26 19:00:00,20.3,35.5,0.833,1066.0
2004-09-26 20:00:00,19.6,36.3,0.8193,971.0
2004-09-26 21:00:00,18.7,39.7,0.8482,963.0
2004-09-26 22:00:00,18.0,42.7,0.8745,1010.0
2004-09-26 23:00:00,17.1,47.6,0.9208,1054.0
2004-09-27 00:00:00,16.6,51.3,0.9634,998.0
2004-09-27 01:00:00,15.9,55.2,0.9881,919.0
2004-09-27 02:00:00,14.9,58.9,0.9891,884.0
2004-09-27 03:00:00,14.1,61.0,0.9799,803.0
2004-09-27 04:00:00,14.0,62.6,0.9948,820.0
2004-09-27 05:00:00,14.1,61.7,0.9844,894.0
2004-09-27 06:00:00,14.4,60.3,0.9802,988.0
2004-09-27 07:00:00,15.0,57.7,0.9778,1372.0
2004-09-27 08:00:00,16.9,50.3,0.958,1209.0
2004-09-27 09:00:00,19.7,40.2,0.9108,951.0
2004-09-27 10:00:00,22.2,33.6,0.8886,992.0
2004-09-27 11:00:00,23.7,29.6,0.8537,964.0
2004-09-27 12:00:00,21.9,30.7,0.7961,917.0
2004-09-27 13:00:00,22.3,29.5,0.7838,937.0
2004-09-27 14:00:00,23.8,27.0,0.7845,961.0
2004-09-27 15:00:00,23.3,28.3,0.8012,969.0
2004-09-27 16:00:00,24.2,27.2,0.8128,1020.0
2004-09-27 17:00:00,25.1,25.8,0.8065,1107.0
2004-09-27 18:00:00,22.3,29.2,0.7773,1119.0
2004-09-27 19:00:00,20.8,32.5,0.7873,1173.0
2004-09-27 20:00:00,19.1,36.8,0.8066,1097.0
2004-09-27 21:00:00,18.1,39.9,0.8232,1018.0
2004-09-27 22:00:00,17.4,42.8,0.8463,932.0
2004-09-27 23:00:00,16.7,46.6,0.8793,897.0
2004-09-28 00:00:00,17.1,46.8,0.9054,840.0
2004-09-28 01:00:00,15.3,51.9,0.8982,802.0
2004-09-28 02:00:00,15.0,52.8,0.8929,765.0
2004-09-28 03:00:00,14.4,54.5,0.8887,741.0
2004-09-28 04:00:00,12.8,59.8,0.8801,748.0
2004-09-28 05:00:00,11.9,62.7,0.8726,791.0
2004-09-28 06:00:00,12.1,62.6,0.8825,875.0
2004-09-28 07:00:00,13.5,58.2,0.8944,1085.0
2004-09-28 08:00:00,14.4,55.7,0.9087,1268.0
2004-09-28 09:00:00,17.8,45.7,0.9224,1236.0
2004-09-28 10:00:00,21.0,37.2,0.9155,1274.0
2004-09-28 11:00:00,24.5,29.8,0.9008,1250.0
2004-09-28 12:00:00,26.4,26.4,0.8969,1224.0
2004-09-28 13:00:00,25.2,26.8,0.8451,1220.0
2004-09-28 14:00:00,26.1,24.8,0.8283,1166.0
2004-09-28 15:00:00,26.2,24.4,0.8174,1050.0
2004-09-28 16:00:00,28.9,21.3,0.8382,1174.0
2004-09-28 17:00:00,28.0,23.3,0.8681,1323.0
2004-09-28 18:00:00,24.7,27.9,0.8559,1432.0
2004-09-28 19:00:00,23.0,33.6,0.9302,1479.0
2004-09-28 20:00:00,20.9,45.8,1.1159,1309.0
2004-09-28 21:00:00,19.8,48.6,1.113,1089.0
2004-09-28 22:00:00,19.8,47.7,1.0885,1009.0
2004-09-28 23:00:00,18.6,49.1,1.0435,930.0
2004-09-29 00:00:00,17.2,53.9,1.0498,929.0
2004-09-29 01:00:00,16.3,56.8,1.047,872.0
2004-09-29 02:00:00,17.4,53.4,1.0541,790.0
2004-09-29 03:00:00,15.5,58.8,1.0309,793.0
2004-09-29 04:00:00,14.6,62.1,1.0236,789.0
2004-09-29 05:00:00,17.1,52.5,1.013,769.0
2004-09-29 06:00:00,15.2,58.3,0.9986,852.0
2004-09-29 07:00:00,14.9,59.2,0.9985,1100.0
2004-09-29 08:00:00,15.1,59.0,1.0086,1326.0
2004-09-29 09:00:00,19.0,47.8,1.0434,1433.0
2004-09-29 10:00:00,22.4,38.8,1.04,1310.0
2004-09-29 11:00:00,25.4,33.3,1.0679,1304.0
2004-09-29 12:00:00,27.2,30.4,1.081,1286.0
2004-09-29 13:00:00,25.5,34.8,1.1152,1217.0
2004-09-29 14:00:00,26.4,28.5,0.9658,1104.0
2004-09-29 15:00:00,27.7,25.1,0.9158,1143.0
2004-09-29 16:00:00,28.6,23.2,0.8917,1205.0
2004-09-29 17:00:00,27.2,26.3,0.9317,1276.0
2004-09-29 18:00:00,25.3,33.0,1.0473,1440.0
2004-09-29 19:00:00,23.2,36.9,1.0346,1467.0
2004-09-29 20:00:00,21.6,43.3,1.1019,1339.0
2004-09-29 21:00:00,21.1,44.8,1.1088,1108.0
2004-09-29 22:00:00,19.7,49.3,1.1148,1116.0
2004-09-29 23:00:00,20.3,47.8,1.1281,981.0
2004-09-30 00:00:00,19.4,50.3,1.1201,947.0
2004-09-30 01:00:00,18.3,53.1,1.1056,939.0
2004-09-30 02:00:00,17.5,56.1,1.1103,862.0
2004-09-30 03:00:00,19.2,50.3,1.1087,827.0
2004-09-30 04:00:00,16.6,59.6,1.117,879.0
2004-09-30 05:00:00,17.5,57.1,1.1311,911.0
2004-09-30 06:00:00,17.6,57.6,1.1471,1051.0
2004-09-30 07:00:00,18.0,57.0,1.1665,1496.0
2004-09-30 08:00:00,18.5,55.9,1.1779,1610.0
2004-09-30 09:00:00,18.6,57.2,1.2146,1428.0
2004-09-30 10:00:00,20.2,53.0,1.2407,1459.0
2004-09-30 11:00:00,21.3,50.1,1.2539,1486.0
2004-09-30 12:00:00,24.6,42.8,1.3053,1158.0
2004-09-30 13:00:00,24.6,44.1,1.3477,1200.0
2004-09-30 14:00:00,25.6,43.4,1.4049,1290.0
2004-09-30 15:00:00,26.1,42.6,1.4172,1366.0
2004-09-30 16:00:00,25.8,44.8,1.4644,1505.0
2004-09-30 17:00:00,25.4,47.9,1.5346,1728.0
2004-09-30 18:00:00,24.6,50.0,1.5241,1673.0
2004-09-30 19:00:00,23.6,54.4,1.5687,1636.0
2004-09-30 20:00:00,22.6,59.5,1.6155,1468.0
2004-09-30 21:00:00,22.1,61.3,1.6133,1180.0
2004-09-30 22:00:00,22.1,61.3,1.6053,1138.0
2004-09-30 23:00:00,21.1,64.7,1.5956,1192.0
2004-10-01 00:00:00,20.3,66.4,1.5591,1176.0
2004-10-01 01:00:00,19.4,69.3,1.5418,1137.0
2004-10-01 02:00:00,19.0,70.8,1.5417,1035.0
2004-10-01 03:00:00,20.2,65.8,1.5442,943.0
2004-10-01 04:00:00,19.8,67.2,1.5322,904.0
2004-10-01 05:00:00,19.0,70.3,1.5308,966.0
2004-10-01 06:00:00,18.8,71.8,1.5372,1124.0
2004-10-01 07:00:00,20.2,66.3,1.555,1348.0
2004-10-01 08:00:00,20.8,64.3,1.563,1499.0
2004-10-01 09:00:00,22.3,59.3,1.5705,1427.0
2004-10-01 10:00:00,23.2,56.6,1.5929,1473.0
2004-10-01 11:00:00,23.8,54.7,1.587,1440.0
2004-10-01 12:00:00,23.5,56.2,1.6048,1474.0
2004-10-01 13:00:00,23.9,54.4,1.5963,1485.0
2004-10-01 15:00:00,25.4,47.4,1.517,1306.0
2004-10-01 16:00:00,26.4,45.4,1.54,1464.0
2004-10-01 17:00:00,25.8,46.9,1.5375,1629.0
2004-10-01 18:00:00,25.3,49.6,1.5805,1629.0
2004-10-01 19:00:00,24.2,54.3,1.6117,1707.0
2004-10-01 20:00:00,22.8,58.1,1.5951,1424.0
2004-10-01 21:00:00,21.5,63.2,1.5993,1297.0
2004-10-01 22:00:00,21.3,63.0,1.5798,1214.0
2004-10-01 23:00:00,20.8,64.1,1.554,1160.0
2004-10-02 00:00:00,20.6,64.0,1.5346,1232.0
2004-10-02 01:00:00,20.6,63.4,1.519,1134.0
2004-10-02 02:00:00,20.4,64.4,1.522,1071.0
2004-10-02 03:00:00,21.3,61.0,1.529,968.0
2004-10-02 04:00:00,20.5,64.0,1.5247,994.0
2004-10-02 05:00:00,20.3,65.3,1.5321,1046.0
2004-10-02 06:00:00,20.1,65.9,1.5321,1066.0
2004-10-02 07:00:00,20.2,65.6,1.5368,1277.0
2004-10-02 08:00:00,21.1,62.8,1.5481,1290.0
2004-10-02 09:00:00,22.5,57.5,1.5518,1268.0
2004-10-02 10:00:00,24.2,51.9,1.5426,1243.0
2004-10-02 11:00:00,25.2,48.9,1.5437,1300.0
2004-10-02 12:00:00,25.8,47.8,1.5662,1278.0
2004-10-02 13:00:00,25.7,49.2,1.5988,1249.0
2004-10-02 14:00:00,25.8,49.6,1.6213,1145.0
2004-10-02 15:00:00,25.7,48.8,1.5913,1199.0
2004-10-02 16:00:00,26.5,45.9,1.5626,1236.0
2004-10-02 17:00:00,25.4,48.9,1.565,1289.0
2004-10-02 18:00:00,24.4,52.5,1.583,1299.0
2004-10-02 19:00:00,23.9,54.6,1.5936,1506.0
2004-10-02 20:00:00,22.9,57.9,1.5958,1432.0
2004-10-02 21:00:00,22.1,61.1,1.6012,1193.0
2004-10-02 22:00:00,20.8,65.6,1.5898,1188.0
2004-10-02 23:00:00,21.7,60.8,1.563,1162.0
2004-10-03 00:00:00,21.1,62.8,1.5505,1106.0
2004-10-03 01:00:00,20.7,63.2,1.524,1037.0
2004-10-03 02:00:00,21.2,61.5,1.5241,982.0
2004-10-03 03:00:00,20.3,64.6,1.518,944.0
2004-10-03 04:00:00,20.2,64.4,1.5035,929.0
2004-10-03 05:00:00,20.1,65.3,1.5153,906.0
2004-10-03 06:00:00,19.9,66.0,1.5141,907.0
2004-10-03 07:00:00,19.8,66.4,1.5145,1013.0
2004-10-03 08:00:00,20.4,64.1,1.5178,1055.0
2004-10-03 09:00:00,21.6,60.8,1.5496,1138.0
2004-10-03 10:00:00,23.5,54.5,1.5553,1250.0
2004-10-03 11:00:00,25.7,46.6,1.5105,1165.0
2004-10-03 12:00:00,26.6,43.7,1.5031,1229.0
2004-10-03 13:00:00,27.4,41.8,1.5056,1168.0
2004-10-03 14:00:00,27.4,42.8,1.5344,1092.0
2004-10-03 15:00:00,27.1,43.3,1.5255,1109.0
2004-10-03 16:00:00,26.9,44.4,1.551,1133.0
2004-10-03 17:00:00,26.9,44.4,1.5538,1192.0
2004-10-03 18:00:00,24.7,51.9,1.5868,1298.0
2004-10-03 19:00:00,23.7,55.6,1.6074,1524.0
2004-10-03 20:00:00,22.7,59.6,1.6261,1540.0
2004-10-03 21:00:00,21.9,61.4,1.5946,1190.0
2004-10-03 22:00:00,22.0,59.8,1.562,1092.0
2004-10-03 23:00:00,20.5,64.9,1.5473,1079.0
2004-10-04 00:00:00,19.8,66.9,1.5277,995.0
2004-10-04 01:00:00,18.4,71.6,1.4997,960.0
2004-10-04 02:00:00,18.9,68.6,1.4818,890.0
2004-10-04 03:00:00,17.8,72.3,1.4546,860.0
2004-10-04 04:00:00,17.1,73.9,1.4262,860.0
2004-10-04 05:00:00,17.7,70.3,1.4088,883.0
2004-10-04 06:00:00,17.1,71.8,1.3936,929.0
2004-10-04 07:00:00,18.3,67.5,1.4044,1100.0
2004-10-04 08:00:00,18.5,67.0,1.4135,1257.0
2004-10-04 09:00:00,19.9,61.7,1.4193,1402.0
2004-10-04 10:00:00,22.9,52.6,1.4519,1376.0
2004-10-04 11:00:00,24.2,49.0,1.4586,1374.0
2004-10-04 12:00:00,25.8,44.7,1.459,1381.0
2004-10-04 13:00:00,26.0,44.5,1.4731,1282.0
2004-10-04 14:00:00,27.1,40.2,1.4217,1188.0
2004-10-04 15:00:00,27.4,39.8,1.4318,1227.0
2004-10-04 16:00:00,28.9,36.3,1.4291,1364.0
2004-10-04 17:00:00,28.4,37.5,1.4251,1531.0
2004-10-04 18:00:00,26.0,43.9,1.4562,1694.0
2004-10-04 19:00:00,24.3,49.6,1.486,1723.0
2004-10-04 20:00:00,23.3,53.0,1.4939,1356.0
2004-10-04 21:00:00,22.6,55.1,1.4899,1084.0
2004-10-04 22:00:00,21.2,59.3,1.4787,1039.0
2004-10-04 23:00:00,20.6,60.9,1.4642,1011.0
2004-10-05 00:00:00,20.0,63.1,1.4592,968.0
2004-10-05 01:00:00,19.7,63.4,1.4383,867.0
2004-10-05 02:00:00,20.8,58.8,1.4305,820.0
2004-10-05 03:00:00,17.8,69.8,1.4058,826.0
2004-10-05 04:00:00,18.8,65.3,1.4023,835.0
2004-10-05 05:00:00,17.6,69.5,1.3889,887.0
2004-10-05 06:00:00,17.4,69.7,1.3714,990.0
2004-10-05 07:00:00,17.4,70.1,1.3783,1511.0
2004-10-05 08:00:00,18.5,65.5,1.3787,1352.0
2004-10-05 09:00:00,20.6,58.5,1.4054,1337.0
2004-10-05 10:00:00,23.9,48.7,1.4269,1435.0
2004-10-05 11:00:00,26.0,43.8,1.4499,1377.0
2004-10-05 12:00:00,28.6,37.3,1.4423,1562.0
2004-10-05 13:00:00,27.9,38.0,1.4029,1358.0
2004-10-05 14:00:00,28.4,37.6,1.4282,1301.0
2004-10-05 15:00:00,28.5,37.3,1.4329,1255.0
2004-10-05 16:00:00,30.8,31.8,1.3908,1410.0
2004-10-05 17:00:00,29.7,33.1,1.3546,1578.0
2004-10-05 18:00:00,27.0,40.2,1.4158,1700.0
2004-10-05 19:00:00,25.6,47.5,1.539,1778.0
2004-10-05 20:00:00,23.9,57.2,1.6774,1539.0
2004-10-05 21:00:00,22.7,60.8,1.6582,1409.0
2004-10-05 22:00:00,21.8,59.9,1.5492,1231.0
2004-10-05 23:00:00,22.4,58.3,1.561,1092.0
2004-10-06 00:00:00,21.7,60.2,1.5442,1036.0
2004-10-06 01:00:00,21.2,61.4,1.5258,984.0
2004-10-06 02:00:00,19.3,68.4,1.513,950.0
2004-10-06 03:00:00,19.8,65.1,1.49,889.0
2004-10-06 04:00:00,20.0,62.9,1.4495,865.0
2004-10-06 05:00:00,18.3,68.5,1.4291,917.0
2004-10-06 06:00:00,18.1,68.5,1.4067,997.0
2004-10-06 07:00:00,17.6,70.5,1.4057,1433.0
2004-10-06 08:00:00,18.3,67.8,1.4091,1516.0
2004-10-06 09:00:00,20.4,61.2,1.447,1528.0
2004-10-06 10:00:00,22.5,55.6,1.499,1347.0
2004-10-06 11:00:00,25.7,46.4,1.507,1392.0
2004-10-06 12:00:00,26.8,44.6,1.5467,1359.0
2004-10-06 13:00:00,26.0,46.4,1.5414,1391.0
2004-10-06 14:00:00,26.3,46.0,1.5478,1335.0
2004-10-06 15:00:00,27.4,43.9,1.5811,1402.0
2004-10-06 16:00:00,29.6,36.7,1.4936,1406.0
2004-10-06 17:00:00,28.7,37.3,1.4486,1527.0
2004-10-06 18:00:00,25.7,44.1,1.4331,1559.0
2004-10-06 19:00:00,24.5,49.5,1.5022,1840.0
2004-10-06 20:00:00,23.3,54.4,1.5386,1666.0
2004-10-06 21:00:00,22.4,57.9,1.5449,1336.0
2004-10-06 22:00:00,22.7,55.8,1.5218,1189.0
2004-10-06 23:00:00,20.4,62.4,1.4758,1226.0
2004-10-07 00:00:00,20.3,64.2,1.5063,1171.0
2004-10-07 01:00:00,21.4,60.6,1.5236,1002.0
2004-10-07 02:00:00,20.3,66.3,1.5657,950.0
2004-10-07 03:00:00,20.9,62.2,1.5182,930.0
2004-10-07 04:00:00,19.9,66.1,1.5198,924.0
2004-10-07 05:00:00,19.8,67.1,1.5305,994.0
2004-10-07 06:00:00,20.1,64.4,1.4967,1089.0
2004-10-07 07:00:00,19.7,66.4,1.5035,1468.0
2004-10-07 08:00:00,20.9,62.4,1.5226,1696.0
2004-10-07 09:00:00,22.5,57.0,1.5314,1479.0
2004-10-07 10:00:00,23.5,53.4,1.5241,1425.0
2004-10-07 11:00:00,24.7,48.2,1.4802,1279.0
2004-10-07 12:00:00,27.1,40.9,1.4405,1319.0
2004-10-07 13:00:00,25.9,44.2,1.4576,1329.0
2004-10-07 14:00:00,26.9,41.8,1.4555,1327.0
2004-10-07 15:00:00,27.2,40.7,1.4481,1282.0
2004-10-07 16:00:00,28.6,37.6,1.4468,1342.0
2004-10-07 17:00:00,28.0,38.5,1.437,1623.0
2004-10-07 18:00:00,25.2,45.8,1.4464,1576.0
2004-10-07 19:00:00,24.0,50.6,1.4892,1747.0
2004-10-07 20:00:00,23.2,54.7,1.5296,1757.0
2004-10-07 21:00:00,22.3,57.1,1.5219,1331.0
2004-10-07 22:00:00,21.8,58.2,1.5036,1182.0
2004-10-07 23:00:00,20.9,61.3,1.4923,1162.0
2004-10-08 00:00:00,20.6,62.0,1.4827,1147.0
2004-10-08 01:00:00,20.3,62.5,1.472,1040.0
2004-10-08 02:00:00,20.5,62.1,1.4771,920.0
2004-10-08 03:00:00,18.7,68.5,1.4586,931.0
2004-10-08 04:00:00,18.2,70.3,1.4498,954.0
2004-10-08 05:00:00,18.2,70.1,1.4552,981.0
2004-10-08 06:00:00,18.2,70.0,1.4519,1147.0
2004-10-08 07:00:00,19.4,66.5,1.4801,1606.0
2004-10-08 08:00:00,19.5,66.9,1.4999,1490.0
2004-10-08 09:00:00,21.1,61.1,1.5056,1473.0
2004-10-08 10:00:00,23.2,54.7,1.5349,1582.0
